TRV,OSL,7869.26
GDN,NBO,6421.55
NBO,GDN,6421.55
GDN,BOS,6284.52
BOS,GDN,6284.52
GDN,MIA,8239.87
MIA,GDN,8239.87
GDN,MRS,1549.67
MRS,GDN,1549.67
GDN,BUD,774.52
BUD,GDN,774.52
GDN,PRG,554.91
PRG,GDN,554.91
GDN,MEX,9902.05
MEX,GDN,9902.05
GDN,CUN,9060.89
CUN,GDN,9060.89
GDN,JED,4028.88
JED,GDN,4028.88
GDN,KHI,5147.03
KHI,GDN,5147.03
GDN,KIX,8442.94
KIX,GDN,8442.94
GDN,GMP,7727.18
GMP,GDN,7727.18
GDN,HSR,5609.37
HSR,GDN,5609.37
GDN,PNQ,6127.18
PNQ,GDN,6127.18
GDN,VNS,6092.12
VNS,GDN,6092.12
GDN,PKZ,8472.79
PKZ,GDN,8472.79
GDN,MAA,7021.27
MAA,GDN,7021.27
GDN,TRV,7237.02
TRV,GDN,7237.02
KRK,DEN,8641.34
DEN,KRK,8641.34
KRK,IAD,7252.03
IAD,KRK,7252.03
KRK,ORD,7606.65
ORD,KRK,7606.65
KRK,LYS,1194.89
LYS,KRK,1194.89
KRK,MRS,1329.58
MRS,KRK,1329.58
KRK,ORY,1266.83
ORY,KRK,1266.83
KRK,BUD,296.87
BUD,KRK,296.87
KRK,CUN,9346.01
CUN,KRK,9346.01
KRK,MED,3317.3
MED,KRK,3317.3
KRK,DXB,4108.53
DXB,KRK,4108.53
KRK,ICN,7929.21
ICN,KRK,7929.21
KRK,SAG,5839.82
SAG,KRK,5839.82
KRK,IXB,6265.87
IXB,KRK,6265.87
KRK,VTZ,6621.79
VTZ,KRK,6621.79
KRK,DEL,5321.04
DEL,KRK,5321.04
KRK,CJB,6763.97
CJB,KRK,6763.97
KRK,TIR,6709.22
TIR,KRK,6709.22
WAW,CAI,2597.01
CAI,WAW,2597.01
WAW,MIA,8490.41
MIA,WAW,8490.41
WAW,MSP,7529.62
MSP,WAW,7529.62
WAW,SEA,8402.15
SEA,WAW,8402.15
WAW,SFO,9418.34
SFO,WAW,9418.34
WAW,NCE,1390.48
NCE,WAW,1390.48
WAW,ATH,1599.06
ATH,WAW,1599.06
WAW,KWI,3379.88
KWI,WAW,3379.88
WAW,NRT,8612.9
NRT,WAW,8612.9
WAW,HSR,5375.02
HSR,WAW,5375.02
WAW,VNS,5905.21
VNS,WAW,5905.21
WAW,CJB,6766.19
CJB,WAW,6766.19
WAW,COK,6805.12
COK,WAW,6805.12
WAW,CNN,6591.0
CNN,WAW,6591.0
WAW,IXZ,7747.33
IXZ,WAW,7747.33
WAW,TRV,6989.83
TRV,WAW,6989.83
ARN,JNB,9586.1
JNB,ARN,9586.1
ARN,FCO,2022.21
FCO,ARN,2022.21
ARN,VIE,1286.01
VIE,ARN,1286.01
ARN,ZRH,1487.09
ZRH,ARN,1487.09
ARN,AUH,4833.19
AUH,ARN,4833.19
ARN,HND,8168.11
HND,ARN,8168.11
ARN,BBI,6838.5
BBI,ARN,6838.5
ARN,IXR,6524.2
IXR,ARN,6524.2
ARN,VTZ,6934.68
VTZ,ARN,6934.68
ARN,ATQ,5169.05
ATQ,ARN,5169.05
ARN,IXC,5372.89
IXC,ARN,5372.89
ARN,SXR,4963.8
SXR,ARN,4963.8
ARN,VGA,6916.39
VGA,ARN,6916.39
ARN,CJB,7248.22
CJB,ARN,7248.22
CPT,ATL,13090.5
ATL,CPT,13090.5
CPT,DFW,14145.92
DFW,CPT,14145.92
CPT,LGA,12574.6
LGA,CPT,12574.6
CPT,MCO,12570.98
MCO,CPT,12570.98
CPT,PHX,15491.74
PHX,CPT,15491.74
CPT,SAN,15939.14
SAN,CPT,15939.14
CPT,ORY,9336.31
ORY,CPT,9336.31
CPT,AUH,7529.47
AUH,CPT,7529.47
CPT,PEW,9355.24
PEW,CPT,9355.24
CPT,MNL,12033.15
MNL,CPT,12033.15
CPT,AMD,8535.06
AMD,CPT,8535.06
CPT,BHO,8890.52
BHO,CPT,8890.52
CPT,HSR,8366.44
HSR,CPT,8366.44
CPT,RPR,9064.15
RPR,CPT,9064.15
CPT,STV,8385.32
STV,CPT,8385.32
CPT,IXA,10007.48
IXA,CPT,10007.48
CPT,GAY,9572.33
GAY,CPT,9572.33
CPT,PAT,9643.86
PAT,CPT,9643.86
CPT,IXR,9498.21
IXR,CPT,9498.21
CPT,SXR,9558.42
SXR,CPT,9558.42
CPT,PKZ,10687.01
PKZ,CPT,10687.01
CPT,BKK,10147.82
BKK,CPT,10147.82
JNB,SFO,16978.55
SFO,JNB,16978.55
JNB,LYS,8326.89
LYS,JNB,8326.89
JNB,MRS,8086.66
MRS,JNB,8086.66
JNB,VIE,8338.24
VIE,JNB,8338.24
JNB,PTY,12203.92
PTY,JNB,12203.92
JNB,TPE,11480.16
TPE,JNB,11480.16
JNB,NRT,13581.81
NRT,JNB,13581.81
JNB,ISK,7122.39
ISK,JNB,7122.39
JNB,STV,7114.65
STV,JNB,7114.65
JNB,IMF,9037.99
